loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.2084141969680786,0.6031162738800049,0.6938827037811279,0.48056721687316895,0.9872992634773254,0.7694656252861023,0.8274021148681641,0.7099236845970154
0.8693626523017883,0.8366596698760986,0.8886173963546753,0.7640056014060974,0.7915152907371521,0.9022901058197021,0.9246794581413269,0.8809160590171814
0.7715846300125122,0.9065126180648804,0.9349640011787415,0.8632702827453613,0.7168569564819336,0.9404579997062683,0.9467918872833252,0.9236640930175781
0.7179775834083557,0.9406512379646301,0.9597934484481812,0.9110644459724426,0.695232629776001,0.9389312863349915,0.9532710313796997,0.9343511462211609
0.6832040548324585,0.9602590799331665,0.9694024324417114,0.9429271817207336,0.646710216999054,0.9633587598800659,0.9676923155784607,0.9603053331375122
0.6670220494270325,0.968137264251709,0.9767358899116516,0.9555321931838989,0.6303021907806396,0.9725190997123718,0.9799692034721375,0.970992386341095
0.647922694683075,0.9786414504051208,0.9843888878822327,0.9714635610580444,0.6315075755119324,0.9740458130836487,0.9769585132598877,0.970992386341095
0.6452189087867737,0.9793417453765869,0.9842365980148315,0.9728641510009766,0.6724883317947388,0.9511450529098511,0.9553846120834351,0.9480916261672974
0.6384242177009583,0.9816176295280457,0.9848244190216064,0.9770658016204834,0.6268783807754517,0.981679379940033,0.9816513657569885,0.9801526665687561
0.6300724744796753,0.9865196347236633,0.9892473220825195,0.982492983341217,0.6462773084640503,0.9664121866226196,0.9693251252174377,0.9648854732513428
0.6374980807304382,0.9810924530029297,0.9840933084487915,0.9747899174690247,0.6925697922706604,0.9404579997062683,0.9415384531021118,0.9343511462211609
0.6412286758422852,0.980042040348053,0.9832244515419006,0.9747899174690247,0.6431944966316223,0.9664121866226196,0.9692307710647583,0.9618320465087891
0.6282364726066589,0.9859943985939026,0.9878606796264648,0.9830182194709778,0.6216312050819397,0.9786259531974792,0.9816232919692993,0.9786259531974792
0.6348196268081665,0.9826680421829224,0.9848458170890808,0.9784663915634155,0.6692302227020264,0.943511426448822,0.9449541568756104,0.943511426448822
0.6317906975746155,0.9830182194709778,0.9855785965919495,0.9810924530029297,0.6902421116828918,0.9374045729637146,0.9399999976158142,0.932824432849884
0.639528214931488,0.9775910377502441,0.9811287522315979,0.9739145636558533,0.6750383377075195,0.9480916261672974,0.9479326009750366,0.9450381398200989
0.6280043721199036,0.9840686321258545,0.9862844944000244,0.9819678068161011,0.6821944713592529,0.9450381398200989,0.9464831948280334,0.9450381398200989
0.6248556971549988,0.9859943985939026,0.9878542423248291,0.982492983341217,0.6628008484840393,0.9557251930236816,0.9556574821472168,0.9541984796524048
0.6198571920394897,0.9893207550048828,0.9905229806900024,0.988095223903656,0.6248241066932678,0.9786259531974792,0.9785932898521423,0.9770992398262024
0.6372580528259277,0.9795168042182922,0.9820548892021179,0.9772409200668335,0.6383076310157776,0.970992386341095,0.972434937953949,0.9694656729698181
0.6084285974502563,0.9961484670639038,0.9964955449104309,0.9956232309341431,0.6922773122787476,0.9419847130775452,0.9448698163032532,0.9419847130775452
0.637293815612793,0.9770658016204834,0.9797677397727966,0.97496497631073,0.775417149066925,0.8885496258735657,0.895312488079071,0.8748091459274292
0.6271048784255981,0.9845938086509705,0.987500011920929,0.9819678068161011,0.6162964105606079,0.9832060933113098,0.9831804037094116,0.981679379940033
0.6195605397224426,0.9901960492134094,0.9915700554847717,0.9884454011917114,0.6205300688743591,0.9832060933113098,0.9832060933113098,0.9832060933113098
0.6143580675125122,0.9921218752861023,0.9933321475982666,0.9910714030265808,0.6701156497001648,0.9465649127960205,0.9507692456245422,0.943511426448822
0.6222370862960815,0.988095223903656,0.988771915435791,0.9866946935653687,0.6388440728187561,0.970992386341095,0.9709480404853821,0.9694656729698181
0.6260239481925964,0.9858193397521973,0.9868259429931641,0.9835433959960938,0.6921484470367432,0.9297710061073303,0.9337441921234131,0.9251908659934998
0.6202104687690735,0.9884454011917114,0.9896400570869446,0.9866946935653687,0.6115072965621948,0.9877862334251404,0.9877862334251404,0.9877862334251404
0.6173330545425415,0.9907212853431702,0.9912280440330505,0.9891456365585327,0.6221495866775513,0.9801526665687561,0.9816232919692993,0.9786259531974792
0.6221277713775635,0.9872198700904846,0.9887620806694031,0.9858193397521973,0.6130602359771729,0.981679379940033,0.9831804037094116,0.981679379940033
