loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.2252461910247803,0.6402310729026794,0.7003569602966309,0.5495448112487793,0.9754637479782104,0.8366411924362183,0.8661156892776489,0.800000011920929
0.8619211316108704,0.8620448112487793,0.8972616195678711,0.8088235259056091,0.830121636390686,0.8931297659873962,0.9125596284866333,0.876335859298706
0.7575791478157043,0.9238445162773132,0.9473091959953308,0.8844537734985352,0.6936697959899902,0.9603053331375122,0.9672897458076477,0.9480916261672974
0.7054685354232788,0.9532563090324402,0.9651732444763184,0.9315476417541504,0.6518673300743103,0.9755725264549255,0.9769938588142395,0.9725190997123718
0.6710354089736938,0.9707633256912231,0.9789795279502869,0.9539566040039062,0.6499800682067871,0.9679389595985413,0.9753845930099487,0.9679389595985413
0.6634296774864197,0.9740896224975586,0.9803641438484192,0.9614846110343933,0.6387153267860413,0.9725190997123718,0.9768875241279602,0.9679389595985413
0.6393699049949646,0.9858193397521973,0.9898971915245056,0.9777660965919495,0.6326366662979126,0.9740458130836487,0.9769230484962463,0.9694656729698181
0.6460506916046143,0.980042040348053,0.9843971729278564,0.9719887971878052,0.6254730224609375,0.9725190997123718,0.9753845930099487,0.9679389595985413
0.6483948230743408,0.9758403301239014,0.9810216426849365,0.9683123230934143,0.675542950630188,0.9541984796524048,0.9554531574249268,0.9496183395385742
0.6454063057899475,0.9777660965919495,0.9823071360588074,0.9719887971878052,0.6548643708229065,0.9603053331375122,0.9646154046058655,0.9572519063949585
0.6326850652694702,0.9849439859390259,0.987856388092041,0.9826680421829224,0.608739972114563,0.989313006401062,0.9892966151237488,0.9877862334251404
0.6297697424888611,0.9852941036224365,0.9876738786697388,0.9819678068161011,0.6363880634307861,0.9694656729698181,0.9694656729698181,0.9694656729698181
0.6299534440040588,0.982492983341217,0.9857318997383118,0.9796918630599976,0.6138507127761841,0.9862595200538635,0.990755021572113,0.981679379940033
0.6286421418190002,0.9847689270973206,0.9876564741134644,0.980567216873169,0.6316541433334351,0.9740458130836487,0.9740061163902283,0.9725190997123718
0.6241573095321655,0.9873949289321899,0.9903100728988647,0.9840686321258545,0.6266029477119446,0.9786259531974792,0.9800918698310852,0.9770992398262024
0.6368691921234131,0.980567216873169,0.983586311340332,0.975665271282196,0.6392484903335571,0.9725190997123718,0.9739663004875183,0.970992386341095
0.633198618888855,0.9823179244995117,0.984009861946106,0.9803921580314636,0.6599870324134827,0.9511450529098511,0.9569230675697327,0.9496183395385742
0.6193079948425293,0.9910714030265808,0.9922725558280945,0.9891456365585327,0.6508922576904297,0.9679389595985413,0.9678899049758911,0.9664121866226196
0.6308644413948059,0.9833683371543884,0.9857344031333923,0.9798669219017029,0.6125172972679138,0.9847328066825867,0.9862385392189026,0.9847328066825867
0.6198116540908813,0.9877451062202454,0.9894700050354004,0.9870448112487793,0.6220812797546387,0.9770992398262024,0.9785276055335999,0.9740458130836487
