loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.107006311416626,0.7041316628456116,0.7776073813438416,0.6213235259056091,1.0407302379608154,0.8030534386634827,0.830033004283905,0.7679389119148254
0.813168466091156,0.8870798349380493,0.9226030111312866,0.8389355540275574,0.7129296064376831,0.9557251930236816,0.9673405885696411,0.9496183395385742
0.7179365158081055,0.9481792449951172,0.9641478061676025,0.918067216873169,0.6590372920036316,0.9694656729698181,0.9768160581588745,0.9648854732513428
0.6816219687461853,0.9644607901573181,0.9749278426170349,0.9462534785270691,0.6229162812232971,0.9862595200538635,0.9907692074775696,0.9832060933113098
0.6635835766792297,0.9728641510009766,0.9796100854873657,0.9588585495948792,0.6357011198997498,0.9770992398262024,0.9770290851593018,0.9740458130836487
0.6504172086715698,0.9803921580314636,0.9850587248802185,0.9695377945899963,0.6220914721488953,0.9847328066825867,0.9847328066825867,0.9847328066825867
0.6547037363052368,0.976190447807312,0.9801030158996582,0.9658613204956055,0.6148988008499146,0.9847328066825867,0.9862385392189026,0.9847328066825867
0.6416054368019104,0.9810924530029297,0.985504686832428,0.9760153889656067,0.6335091590881348,0.9725190997123718,0.972434937953949,0.9694656729698181
0.6410647034645081,0.9809173941612244,0.985828161239624,0.9742646813392639,0.6206324696540833,0.9770992398262024,0.9815100431442261,0.9725190997123718
0.6331012845039368,0.9840686321258545,0.9876434206962585,0.9795168042182922,0.6380131840705872,0.970992386341095,0.9709480404853821,0.9694656729698181
0.6390932202339172,0.9786414504051208,0.9826855063438416,0.973739504814148,0.6149140000343323,0.9801526665687561,0.9801526665687561,0.9801526665687561
0.6281441450119019,0.9856442809104919,0.9885542988777161,0.9828431606292725,0.6343365907669067,0.9694656729698181,0.9723926186561584,0.9679389595985413
0.638546884059906,0.9786414504051208,0.9839023351669312,0.973739504814148,0.6266416311264038,0.9786259531974792,0.9785605072975159,0.9755725264549255
0.6433196663856506,0.9767156839370728,0.9800740480422974,0.9730392098426819,0.6472382545471191,0.9664121866226196,0.9692780375480652,0.9633587598800659
0.6225808262825012,0.9886204600334167,0.9906837940216064,0.9866946935653687,0.6158208250999451,0.981679379940033,0.9831804037094116,0.981679379940033
