loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.1460480690002441,0.6712185144424438,0.7412049174308777,0.5901610851287842,1.2343590259552002,0.7190839648246765,0.7495826482772827,0.6854962110519409
0.8628860712051392,0.8594187498092651,0.8999606966972351,0.8016456365585327,0.7430751919746399,0.9312977194786072,0.9477020502090454,0.9129770994186401
0.7474545836448669,0.9283963441848755,0.9533395767211914,0.8870798349380493,0.735571026802063,0.932824432849884,0.9395349025726318,0.9251908659934998
0.7024145722389221,0.9537814855575562,0.9658119678497314,0.9297969341278076,0.6814988255500793,0.9450381398200989,0.9566563367843628,0.943511426448822
0.6775084137916565,0.9648109078407288,0.9746812582015991,0.9502801299095154,0.7045602798461914,0.9343511462211609,0.9495267868041992,0.9190839529037476
0.6703751087188721,0.9711134433746338,0.9788681864738464,0.956932783126831,0.6256669759750366,0.981679379940033,0.9846860766410828,0.981679379940033
0.6458227038383484,0.9826680421829224,0.9860250949859619,0.9758403301239014,0.6273647546768188,0.9832060933113098,0.9831288456916809,0.9786259531974792
0.6561932563781738,0.975665271282196,0.9797692894935608,0.9665616154670715,0.6193503141403198,0.9847328066825867,0.9846625924110413,0.9801526665687561
0.6496394276618958,0.9782913327217102,0.9814683794975281,0.9735644459724426,0.6261351704597473,0.9740458130836487,0.9770290851593018,0.9740458130836487
0.640834391117096,0.982492983341217,0.9851982593536377,0.9788165092468262,0.628121554851532,0.9801526665687561,0.9801223278045654,0.9786259531974792
0.658378005027771,0.9690126180648804,0.9765040874481201,0.9604341983795166,0.6345625519752502,0.9755725264549255,0.9754977226257324,0.9725190997123718
0.6301987767219543,0.9870448112487793,0.9885401725769043,0.9816176295280457,0.6044594049453735,0.9938931465148926,0.9938837885856628,0.9923664331436157
0.6314196586608887,0.9851190447807312,0.9882000684738159,0.9823179244995117,0.6620892286300659,0.9618320465087891,0.961773693561554,0.9603053331375122
0.6518972516059875,0.9721638560295105,0.9759844541549683,0.9676120281219482,0.6206041574478149,0.9801526665687561,0.9846389889717102,0.9786259531974792
0.6279110312461853,0.9863445162773132,0.9887264370918274,0.9826680421829224,0.6321831345558167,0.970992386341095,0.972434937953949,0.9694656729698181
